Planet's parameters | R_planet [Rj] :   1.0000   |  M_planet [Mj] :   1.0000   | a initial [au] :  2.000   | e initial [ø] :0.00   | omega_planet [rad/s] : 7.00E-05   | Q_p : 1.00E+05   | alpha_p : 0.26   | k2dt_planet : 1.00E-02
Environment parameters | Stellar model :   Stellar_models/m1.5_FeH0_4.14_schroeder_final.hr   | T_wind [K] :  2500.   | wind_speed [m/s] :  5000.   | mu : 1.38   | omega_star : 1.00E-07
Programmatical parameters | Sekhmet version : 5.1   | time0 [yr] : 2.560E+09   | max_duration [yr] : 1.000E+08   | max. rel. variat. a and e : 1.00E-02   | formalism : 3
time                 M_star      R_eff_star      L_star      dot_M_star       M_env        R_env            a           dot_a          e         omega_planet   omega_star
[yr]                 [M_Sun]      [R_Sun]        [L_Sun]     [M_Sun/yr]      [M_Sun]       [R_Sun]        [au]         [au/yr]        [ø]          [rad/s]        [rad/s]
2.5855130301E+09   1.48696E+00   1.10887E+01   4.82205E+01  -4.68384E-11   1.21760E+00   6.35960E-01   2.00126E+00   6.84613E-11   0.00000E+00   7.00000E-05   5.86925E-08
2.5857458518E+09   1.48694E+00   1.11232E+01   4.84631E+01  -4.75387E-11   1.21758E+00   6.33586E-01   2.00127E+00   6.94858E-11   0.00000E+00   7.00000E-05   5.83493E-08
2.5859938605E+09   1.48693E+00   1.11602E+01   4.87237E+01  -4.75387E-11   1.21734E+00   6.37998E-01   2.00129E+00   6.94868E-11   0.00000E+00   7.00000E-05   5.79883E-08
2.5862418692E+09   1.48692E+00   1.11971E+01   4.89844E+01  -4.82696E-11   1.21709E+00   6.42287E-01   2.00131E+00   7.05562E-11   0.00000E+00   7.00000E-05   5.76184E-08
2.5864856045E+09   1.48691E+00   1.12346E+01   4.92449E+01  -4.82696E-11   1.21708E+00   6.39543E-01   2.00133E+00   7.05573E-11   0.00000E+00   7.00000E-05   5.72593E-08
2.5867293399E+09   1.48690E+00   1.12720E+01   4.95055E+01  -4.90061E-11   1.21707E+00   6.36797E-01   2.00134E+00   7.16350E-11   0.00000E+00   7.00000E-05   5.69005E-08
2.5869689019E+09   1.48689E+00   1.13091E+01   4.97686E+01  -4.90061E-11   1.21706E+00   6.33943E-01   2.00136E+00   7.16361E-11   0.00000E+00   7.00000E-05   5.65521E-08
2.5872084639E+09   1.48687E+00   1.13462E+01   5.00318E+01  -4.97421E-11   1.21704E+00   6.31222E-01   2.00138E+00   7.27130E-11   0.00000E+00   7.00000E-05   5.62010E-08
2.5874439788E+09   1.48686E+00   1.13831E+01   5.02947E+01  -4.97421E-11   1.21680E+00   6.35714E-01   2.00139E+00   7.27141E-11   0.00000E+00   7.00000E-05   5.58600E-08
2.5876794938E+09   1.48685E+00   1.14201E+01   5.05576E+01  -5.05008E-11   1.21656E+00   6.40070E-01   2.00141E+00   7.38243E-11   0.00000E+00   7.00000E-05   5.55146E-08
2.5879110742E+09   1.48684E+00   1.14572E+01   5.08184E+01  -5.05008E-11   1.21654E+00   6.37126E-01   2.00143E+00   7.38254E-11   0.00000E+00   7.00000E-05   5.51792E-08
2.5881426547E+09   1.48683E+00   1.14942E+01   5.10792E+01  -5.12168E-11   1.21653E+00   6.34324E-01   2.00145E+00   7.48733E-11   0.00000E+00   7.00000E-05   5.48426E-08
2.5883704119E+09   1.48682E+00   1.15310E+01   5.13386E+01  -5.12168E-11   1.21628E+00   6.38965E-01   2.00146E+00   7.48744E-11   0.00000E+00   7.00000E-05   5.45156E-08
2.5885981691E+09   1.48680E+00   1.15678E+01   5.15980E+01  -5.19956E-11   1.21604E+00   6.43462E-01   2.00148E+00   7.60141E-11   0.00000E+00   7.00000E-05   5.41963E-08
2.5888222264E+09   1.48679E+00   1.16035E+01   5.18587E+01  -5.19956E-11   1.21603E+00   6.40462E-01   2.00150E+00   7.60152E-11   0.00000E+00   7.00000E-05   5.38858E-08
2.5890462838E+09   1.48678E+00   1.16391E+01   5.21195E+01  -5.27449E-11   1.21601E+00   6.37598E-01   2.00152E+00   7.71118E-11   0.00000E+00   7.00000E-05   5.35670E-08
2.5892835578E+09   1.48677E+00   1.16781E+01   5.23989E+01  -5.27449E-11   1.21577E+00   6.42034E-01   2.00153E+00   7.71130E-11   0.00000E+00   7.00000E-05   5.32337E-08
2.5895208319E+09   1.48676E+00   1.17171E+01   5.26784E+01  -5.35540E-11   1.21552E+00   6.46332E-01   2.00155E+00   7.82972E-11   0.00000E+00   7.00000E-05   5.28861E-08
2.5897540543E+09   1.48674E+00   1.17572E+01   5.29553E+01  -5.35540E-11   1.21551E+00   6.43161E-01   2.00157E+00   7.82984E-11   0.00000E+00   7.00000E-05   5.25488E-08
2.5899872768E+09   1.48673E+00   1.17973E+01   5.32322E+01  -5.43536E-11   1.21550E+00   6.39985E-01   2.00159E+00   7.94688E-11   0.00000E+00   7.00000E-05   5.22259E-08
2.5902165162E+09   1.48672E+00   1.18354E+01   5.35051E+01  -5.43536E-11   1.21549E+00   6.36585E-01   2.00161E+00   7.94701E-11   0.00000E+00   7.00000E-05   5.19124E-08
2.5904457557E+09   1.48671E+00   1.18735E+01   5.37781E+01  -5.51494E-11   1.21547E+00   6.33336E-01   2.00163E+00   8.06348E-11   0.00000E+00   7.00000E-05   5.16040E-08
2.5906712341E+09   1.48669E+00   1.19107E+01   5.40539E+01  -5.51494E-11   1.21522E+00   6.37877E-01   2.00164E+00   8.06361E-11   0.00000E+00   7.00000E-05   5.13042E-08
2.5908967125E+09   1.48668E+00   1.19478E+01   5.43298E+01  -5.59884E-11   1.21498E+00   6.42264E-01   2.00166E+00   8.18642E-11   0.00000E+00   7.00000E-05   5.10076E-08
2.5911342616E+09   1.48667E+00   1.19868E+01   5.46204E+01  -5.59884E-11   1.21497E+00   6.38501E-01   2.00168E+00   8.18656E-11   0.00000E+00   7.00000E-05   5.06989E-08
2.5913718107E+09   1.48665E+00   1.20258E+01   5.49112E+01  -5.68411E-11   1.21495E+00   6.34874E-01   2.00170E+00   8.31137E-11   0.00000E+00   7.00000E-05   5.03937E-08
2.5916053566E+09   1.48664E+00   1.20640E+01   5.51997E+01  -5.68411E-11   1.21472E+00   6.38569E-01   2.00172E+00   8.31151E-11   0.00000E+00   7.00000E-05   5.00973E-08
2.5918389026E+09   1.48663E+00   1.21023E+01   5.54882E+01  -5.76657E-11   1.21449E+00   6.42128E-01   2.00174E+00   8.43223E-11   0.00000E+00   7.00000E-05   4.97594E-08
2.5920685019E+09   1.48661E+00   1.21451E+01   5.57707E+01  -5.76657E-11   1.21448E+00   6.38475E-01   2.00176E+00   8.43238E-11   0.00000E+00   7.00000E-05   4.94316E-08
2.5922981012E+09   1.48660E+00   1.21879E+01   5.60532E+01  -5.85439E-11   1.21446E+00   6.34951E-01   2.00178E+00   8.56094E-11   0.00000E+00   7.00000E-05   4.91550E-08
2.5925388606E+09   1.48659E+00   1.22263E+01   5.63519E+01  -5.85439E-11   1.21423E+00   6.38416E-01   2.00180E+00   8.56109E-11   0.00000E+00   7.00000E-05   4.88684E-08
2.5927796201E+09   1.48657E+00   1.22648E+01   5.66506E+01  -5.94456E-11   1.21400E+00   6.41888E-01   2.00182E+00   8.69311E-11   0.00000E+00   7.00000E-05   4.85863E-08
2.5930163911E+09   1.48656E+00   1.23023E+01   5.69427E+01  -5.94456E-11   1.21376E+00   6.45699E-01   2.00184E+00   8.69327E-11   0.00000E+00   7.00000E-05   4.83119E-08
2.5932531622E+09   1.48654E+00   1.23398E+01   5.72348E+01  -6.03286E-11   1.21352E+00   6.49361E-01   2.00186E+00   8.82256E-11   0.00000E+00   7.00000E-05   4.80321E-08
2.5935005571E+09   1.48653E+00   1.23800E+01   5.75339E+01  -6.03286E-11   1.21350E+00   6.44749E-01   2.00188E+00   8.82273E-11   0.00000E+00   7.00000E-05   4.77432E-08
2.5937479520E+09   1.48652E+00   1.24202E+01   5.78331E+01  -6.12353E-11   1.21348E+00   6.40321E-01   2.00191E+00   8.95549E-11   0.00000E+00   7.00000E-05   4.74725E-08
2.5939912758E+09   1.48650E+00   1.24576E+01   5.81291E+01  -6.12353E-11   1.21317E+00   6.46232E-01   2.00193E+00   8.95566E-11   0.00000E+00   7.00000E-05   4.72093E-08
2.5942345997E+09   1.48649E+00   1.24950E+01   5.84249E+01  -6.21511E-11   1.21287E+00   6.51953E-01   2.00195E+00   9.08977E-11   0.00000E+00   7.00000E-05   4.69380E-08
2.5945020126E+09   1.48647E+00   1.25376E+01   5.87357E+01  -6.21511E-11   1.21285E+00   6.46575E-01   2.00197E+00   9.08995E-11   0.00000E+00   7.00000E-05   4.66437E-08
2.5947694255E+09   1.48645E+00   1.25802E+01   5.90463E+01  -6.31129E-11   1.21283E+00   6.41360E-01   2.00200E+00   9.23083E-11   0.00000E+00   7.00000E-05   4.63710E-08
2.5950460724E+09   1.48643E+00   1.26214E+01   5.93582E+01  -6.31129E-11   1.21252E+00   6.46386E-01   2.00202E+00   9.23103E-11   0.00000E+00   7.00000E-05   4.60923E-08
2.5953227194E+09   1.48642E+00   1.26627E+01   5.96698E+01  -6.40542E-11   1.21221E+00   6.51240E-01   2.00205E+00   9.36891E-11   0.00000E+00   7.00000E-05   4.58210E-08
2.5956083369E+09   1.48640E+00   1.27045E+01   5.99748E+01  -6.40542E-11   1.21219E+00   6.44880E-01   2.00208E+00   9.36912E-11   0.00000E+00   7.00000E-05   4.55443E-08
2.5958939544E+09   1.48638E+00   1.27462E+01   6.02792E+01  -6.49994E-11   1.21217E+00   6.38685E-01   2.00210E+00   9.50759E-11   0.00000E+00   7.00000E-05   4.53125E-08
2.5962281885E+09   1.48636E+00   1.27879E+01   6.05936E+01  -6.49994E-11   1.21179E+00   6.44185E-01   2.00214E+00   9.50784E-11   0.00000E+00   7.00000E-05   4.50445E-08
